,Unnamed: 0,Codigo,Nombre,Barrio,Comuna,Población,Departamento,Dirección,Street,Number,Street_Type,Street_Number,Number_partA,Number_partB,Dirección Geo,latitude,longitude
9768,9768,20006722,Tienda Los Monos,Popular   1,POPULAR,Medellin,Antioquia,CR 43#109-16,CR 43,109-16,CR,43,109,16,CR 43 #109-16,6.2982554,-75.54787970000002
9769,9769,20006303,Tienda Milena,Versalles Nº 2,MANRIQUE,Medellin,Antioquia,CR 25#69D-65,CR 25,69D-65,CR,25,69D,65,CR 25 #69D-65,6.2643164,-75.54074940000001
9770,9770,20006649,Tienda Las Margaritas,Not Specified,POPULAR,Medellin,Antioquia,CL 105#37-24,CL 105,37-24,CL,105,37,24,CL 105 #37-24,6.2934660000000004,-75.5460187
9771,9771,20006685,Variedades Mary,Popular   1,POPULAR,Medellin,Antioquia,CR 43#107A-06,CR 43,107A-06,CR,43,107A,06,CR 43 #107A-06,6.295398199999998,-75.5490186
9772,9772,20005823,Panaderia Marie Auxiliadora,Not Specified,SANTA CRUZ,Medellin,Antioquia,CL 123  # 51 A - 39,CL 123  , 51 A - 39,CL,123  , 51 A , 39,CL 123 #51A- 39,6.306432900000001,-75.554478
9773,9773,20006174,Granero El Andino,La Salle,MANRIQUE,Medellin,Antioquia,CR 39#91-34,CR 39,91-34,CR,39,91,34,CR 39 #91-34,6.2802335,-75.5481137
9774,9774,20006479,Tienda La Roja,Manrique Oriental,MANRIQUE,Medellin,Antioquia,CR 36_____36#71-09,CR 36_____36,71-09,CR,36_____36,71,09,CR 36_____36 #71-09,6.2634028,-75.54794989999998
9775,9775,20006394,Tienda Serpa,La Cruz,MANRIQUE,Medellin,Antioquia,CR 25#79C-55,CR 25,79C-55,CR,25,79C,55,CR 25 #79C-55,6.271521799999999,-75.54041099999998
9776,9776,20006490,Legumbreria Garaje,Raizal,MANRIQUE,Medellin,Antioquia,CL 75C #36Âª-17,CL 75C ,36Âª-17,CL,75C ,36Âª,17,CL 75C #36Âª-17,6.2687789999999985,-75.54628890000001
9777,9777,20006419,Tienda Nestor,La Cruz,MANRIQUE,Medellin,Antioquia,CR 25#77-130,CR 25,77-130,CR,25,77,130,CR 25 #77-130,6.2702453,-75.54020710000002
9778,9778,20006736,El Parcero,San Pablo,POPULAR,Medellin,Antioquia,CR 38A#99-19,CR 38A,99-19,CR,38A,99,19,CR 38A #99-19,6.2892223,-75.5473307
9779,9779,20006532,Fachada  Azul,Carpinelo,MANRIQUE,Medellin,Antioquia,CR 23#94-65,CR 23,94-65,CR,23,94,65,CR 23 #94-65,6.2848761,-75.53862660000001
9780,9780,20006407,Las Mellizas,Manrique Oriental,MANRIQUE,Medellin,Antioquia,CR 34#71-58,CR 34,71-58,CR,34,71,58,CR 34 #71-58,6.2660155999999985,-75.54622669999998
9781,9781,20006719,Donde Maro,San Pablo,POPULAR,Medellin,Antioquia,CL 94 # 36-09,CL 94 , 36-09,CL,94 , 36,09,CL 94 #36-09,6.285235900000001,-75.54615679999998
9782,9782,20006718,Tienda Nueva,San Pablo,POPULAR,Medellin,Antioquia,CR 37#98C-19,CR 37,98C-19,CR,37,98C,19,CR 37 #98C-19,6.2885716999999985,-75.54656329999999
9783,9783,20006788,Tienda Mixta,Andalucia,POPULAR,Medellin,Antioquia,CR 45#108-60,CR 45,108-60,CR,45,108,60,CR 45 #108-60,6.298169000000001,-75.5495147
9784,9784,20006855,Panaderia Santa Cruz,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 46A#101-72,CR 46A,101-72,CR,46A,101,72,CR 46A #101-72,6.2921448,-75.55289549999998
9785,9785,20006406,Opaco,Not Specified,MANRIQUE,Medellin,Antioquia,CR 25#75C-06,CR 25,75C-06,CR,25,75C,06,CR 25 #75C-06,6.2689740999999986,-75.5378131
9786,9786,20006475,Sala Internet Richard,Manrique Oriental,BUENOS AIRES,Medellin,Antioquia,CR 32#71-53,CR 32,71-53,CR,32,71,53,CR 32 #71-53,6.237966,-75.5561797
9787,9787,20006592,El Ventanal,Granizal,POPULAR,Medellin,Antioquia,CR 7#7-7,CR 7,7-7,CR,7,7,7,CR 7 #7-7,6.2923651,-75.54586570000001
9788,9788,20006418,Variedades Nuvia,Not Specified,MANRIQUE,Medellin,Antioquia,CR 25#75C-06,CR 25,75C-06,CR,25,75C,06,CR 25 #75C-06,6.2689740999999986,-75.5378131
9789,9789,20006167,Tienda Mixta,Villa Guadalupe,POPULAR,Medellin,Antioquia,CL 95#42B-112,CL 95,42B-112,CL,95,42B,112,CL 95 #42B-112,6.2865096,-75.5507295
9790,9790,20006683,Granero La 96,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 43#106-7,CR 43,106-7,CR,43,106,7,CR 43 #106-7,6.2945445,-75.5494296
9791,9791,20006528,Granero La Favorita,Manrique Oriental,MANRIQUE,Medellin,Antioquia,CR 39#69A-04,CR 39,69A-04,CR,39,69A,04,CR 39 #69A-04,6.2641301999999985,-75.55000729999998
9792,9792,20006860,Los Recuerdos De Ella,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 47#102-04,CR 47,102-04,CR,47,102,04,CR 47 #102-04,6.2925106,-75.5536025
9793,9793,20006420,Tienda Guarin,La Cruz,MANRIQUE,Medellin,Antioquia,CR 25#79B-24,CR 25,79B-24,CR,25,79B,24,CR 25 #79B-24,6.2704276,-75.54033810000001
9794,9794,20006292,Tienda Rosa,La Honda,MANRIQUE,Medellin,Antioquia,CL 71B#24BB-28,CL 71B,24BB-28,CL,71B,24BB,28,CL 71B #24BB-28,6.2666149,-75.5403443
9795,9795,20006735,Tienda Mixta,Granizal,POPULAR,Medellin,Antioquia,CL 102#33D-127,CL 102,33D-127,CL,102,33D,127,CL 102 #33D-127,6.290807900000001,-75.54454709999999
9796,9796,20006856,Granero Leity,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 46A#101-57,CR 46A,101-57,CR,46A,101,57,CR 46A #101-57,6.2921575,-75.55312190000002
9797,9797,20006832,La Esperanza,Not Specified,SANTA CRUZ,Medellin,Antioquia,CR 49#103A-05,CR 49,103A-05,CR,49,103A,05,CR 49 #103A-05,6.2934757,-75.5552704
9798,9798,20006148,El Baraton,Villa Guadalupe,POPULAR,Medellin,Antioquia,CR 40#95-04,CR 40,95-04,CR,40,95,04,CR 40 #95-04,6.2860907,-75.54917069999998
9799,9799,20006863,Donde Juaco,Not Specified,SANTA CRUZ,Medellin,Antioquia,CR 46#123-32,CR 46,123-32,CR,46,123,32,CR 46 #123-32,6.3035583,-75.54827759999998
9800,9800,20006344,Granero El Diamante,Versalles   1,LA CANDELARIA,Medellin,Antioquia,CL 71B#28-02,CL 71B,28-02,CL,71B,28,02,CL 71B #28-02,6.2522240999999985,-75.5682507
9801,9801,20006655,Tienda Mixta,Granizal,POPULAR,Medellin,Antioquia,CR 34#102B-11,CR 34,102B-11,CR,34,102B,11,CR 34 #102B-11,6.291845400000001,-75.54440179999999
9802,9802,20006421,Tienda Vasquez,Not Specified,MANRIQUE,Medellin,Antioquia,CR 25#80-15,CR 25,80-15,CR,25,80,15,CR 25 #80-15,6.2720883,-75.5401363
9803,9803,20006645,Tienda El Desvare,Not Specified,POPULAR,Medellin,Antioquia,CR 26C#98-17,CR 26C,98-17,CR,26C,98,17,CR 26C #98-17,6.2877524000000005,-75.54120499999998
9804,9804,20006527,Estoy Aqui,Manrique Oriental,MANRIQUE,Medellin,Antioquia,CR 38#70-01,CR 38,70-01,CR,38,70,01,CR 38 #70-01,6.2646807,-75.54923640000001
9805,9805,20006492,Tienda Chadiht,Manrique Oriental,MANRIQUE,Medellin,Antioquia,CR 36B # 75B-55,CR 36B , 75B-55,CR,36B , 75B,55,CR 36B #75B-55,6.2699411,-75.54772899999998
9806,9806,20006540,Variedades Y Papeleria Encanto,Carpinelo,POPULAR,Medellin,Antioquia,CL 97A#24F-103,CL 97A,24F-103,CL,97A,24F,103,CL 97A #24F-103,6.2864366999999985,-75.5410953
9807,9807,20006635,Tienda Yenny,Carpinelo,POPULAR,Medellin,Antioquia,CL 97A#24F-57,CL 97A,24F-57,CL,97A,24F,57,CL 97A #24F-57,6.286667599999999,-75.54076090000001
9808,9808,20006681,La Esquina,Not Specified,POPULAR,Medellin,Antioquia,CL 104#42B-007,CL 104,42B-007,CL,104,42B,007,CL 104 #42B-007,6.292828500000001,-75.54862390000001
9809,9809,20006548,Granero Puerta Del Sur,Not Specified,EL POBLADO,Medellin,Antioquia,CR 30#95-23,CR 30,95-23,CR,30,95,23,CR 30 #95-23,6.2095375,-75.55897220000001
9811,9811,20004838,La Ventana De Jose,Prado,SAN ANTONIO DE PRADO,Medellin,Antioquia,CL 55SUR#55D-13,CL 55SUR,55D-13,CL,55SUR,55D,13,CL 55SUR #55D-13,6.1754384999999985,-75.6369275
9812,9812,20004844,Tienda Valmary,Prado,SAN ANTONIO DE PRADO,Medellin,Antioquia,CL 55 SUR # 61-42,CL 55 SUR , 61-42,CL,55 SUR , 61,42,CL 55SUR #61-42,6.1754384999999985,-75.6369275
9823,9823,20005525,Mechas,San Antonio,LA CANDELARIA,Medellin,Antioquia,CR 69B#36 SUR-148,CR 69B,36 SUR-148,CR,69B,36 SUR,148,CR 69B #36SUR-148,6.2476376,-75.56581530000003
9835,9835,20005758,La Reja Cafe,Not Specified,GUAYABAL,Medellin,Antioquia,CL 13SUR#52-55,CL 13SUR,52-55,CL,13SUR,52,55,CL 13SUR #52-55,6.195668299999999,-75.59117499999998
9836,9836,20005759,Tienda Maria Auxiliadora,Not Specified,GUAYABAL,Medellin,Antioquia,CR 56#4-48,CR 56,4-48,CR,56,4,48,CR 56 #4-48,6.2114205,-75.58567790000001
9837,9837,20005760,Casa Linda,Not Specified,GUAYABAL,Medellin,Antioquia,CL 12 SUR#52-181,CL 12 SUR,52-181,CL,12 SUR,52,181,CL 12SUR #52-181,6.197780000000001,-75.59146539999998
9838,9838,20005774,Panaderia Martha,Not Specified,CASTILLA,Medellin,Antioquia,CL 103 # 64-01,CL 103 , 64-01,CL,103 , 64,01,CL 103 #64-01,6.296355399999999,-75.56555809999999
9839,9839,20005778,La Roca,Boyaca,SAN CRISTOBAL,Medellin,Antioquia,CR 64 B # 115- 05,CR 64 B , 115- 05,CR,64 B , 115, 05,CR 64B #115- 05,6.284945,-75.6081986
9840,9840,20005782,Rosmar,Buenos Aires,BUENOS AIRES,Medellin,Antioquia,CR 9 D #  44 D - 03,CR 9 D ,  44 D - 03,CR,9 D ,  44 D , 03,CR 9D #44D- 03,6.2288578,-75.5418844
9841,9841,20005783,Saledu,Buenos Aires,BUENOS AIRES,Medellin,Antioquia,CR 33 # 46  - 02,CR 33 , 46  - 02,CR,33 , 46  , 02,CR 33 #46- 02,6.2393588,-75.55623680000001
9842,9842,20005784,Carpa Azul Numero 2,Buenos Aires,BUENOS AIRES,Medellin,Antioquia,CR 10 A #  34 B - 88,CR 10 A ,  34 B - 88,CR,10 A ,  34 B , 88,CR 10A #34B- 88,6.228022699999999,-75.5434276
9843,9843,20005785,Surtirapidas,Buenos Aires,LA CANDELARIA,Medellin,Antioquia,CL 49 # 37 -17,CL 49 , 37 -17,CL,49 , 37 ,17,CL 49 #37-17,6.2438170999999985,-75.55853490000001
9844,9844,20005786,Legumbreria Y Tienda Family,Not Specified,BUENOS AIRES,Medellin,Antioquia,CR 29 # 45-72,CR 29 , 45-72,CR,29 , 45,72,CR 29 #45-72,6.237610099999999,-75.55326079999998
9845,9845,20005788,Porvenir,Buenos Aires,BUENOS AIRES,Medellin,Antioquia,CL 47 A # 16 C - 47,CL 47 A , 16 C - 47,CL,47 A , 16 C , 47,CL 47A #16C- 47,6.228670900000001,-75.52813239999998
9846,9846,20005789,La Reja,Not Specified,BUENOS AIRES,Medellin,Antioquia,CR 10 B # 43 E - 69,CR 10 B , 43 E - 69,CR,10 B , 43 E , 69,CR 10B #43E- 69,6.2266058,-75.5441522
9847,9847,20005790,Carpa Azul,Buenos Aires,BUENOS AIRES,Medellin,Antioquia,CR 10 A # 44 B - 88,CR 10 A , 44 B - 88,CR,10 A , 44 B , 88,CR 10A #44B- 88,6.2293300999999985,-75.5429953
9848,9848,20005792,Toldo David,Not Specified,GUAYABAL,Medellin,Antioquia,CR 54 #  17- 17,CR 54 ,  17- 17,CR,54 ,  17, 17,CR 54 #17- 17,6.220597,-75.5816688
9849,9849,20005793,Legumbreria Lili,Caicedo,VILLA HERMOSA,Medellin,Antioquia,CL 52 # 8 A - 11,CL 52 , 8 A - 11,CL,52 , 8 A , 11,CL 52 #8A- 11,6.232460700000001,-75.5369934
9850,9850,20005794,Mega Servicios,Not Specified,VILLA HERMOSA,Medellin,Antioquia,CR 24 # 52-84,CR 24 , 52-84,CR,24 , 52,84,CR 24 #52-84,6.2413463999999985,-75.54604559999999
9851,9851,20005795,David,Not Specified,GUAYABAL,Medellin,Antioquia,CR 54 # 17 B -17,CR 54 , 17 B -17,CR,54 , 17 B ,17,CR 54 #17B-17,6.2206947999999995,-75.581508
9852,9852,20005805,Variedades Myl,Not Specified,CASTILLA,Medellin,Antioquia,CL 113 # 75 -118,CL 113 , 75 -118,CL,113 , 75 ,118,CL 113 #75-118,6.309922599999998,-75.5712817
9853,9853,20005806,Tienda Y Verdura La 67,Castilla,CASTILLA,Medellin,Antioquia,CR 67 # 94-68,CR 67 , 94-68,CR,67 , 94,68,CR 67 #94-68,6.2888611,-75.57190349999998
9854,9854,20005807,Colmercados,Not Specified,CASTILLA,Medellin,Antioquia,CR 67 # 96 -122,CR 67 , 96 -122,CR,67 , 96 ,122,CR 67 #96-122,6.291779900000001,-75.5709427
9855,9855,20005808,La Super Esquina,Not Specified,POPULAR,Medellin,Antioquia,CL 99 # 98 -129,CL 99 , 98 -129,CL,99 , 98 ,129,CL 99 #98-129,6.290416099999999,-75.5535755
9856,9856,20005809,Distribuidora San Rafa,Castilla,CASTILLA,Medellin,Antioquia,CL 94 # 67 - 40,CL 94 , 67 - 40,CL,94 , 67 , 40,CL 94 #67- 40,6.288564599999999,-75.5724838
9857,9857,20005810,Servitec Jj,Not Specified,CASTILLA,Medellin,Antioquia,CL 96 # 69 - 62,CL 96 , 69 - 62,CL,96 , 69 , 62,CL 96 #69- 62,6.2916262000000005,-75.5732895
9858,9858,20005811,Colegio El Casd,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 99  # 72  - 192,CL 99  , 72  - 192,CL,99  , 72  , 192,CL 99 #72- 192,6.2968145999999985,-75.57490419999998
9859,9859,20005812,Tienda La Canoa,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CR 73 B  # 94 - 77,CR 73 B  , 94 - 77,CR,73 B  , 94 , 77,CR 73B #94- 77,6.290907700000001,-75.57777469999998
9860,9860,20005813,El Platanal,Not Specified,CASTILLA,Medellin,Antioquia,CL 91 A  # 67 A - 61,CL 91 A  , 67 A - 61,CL,91 A  , 67 A , 61,CL 91A #67A- 61,6.2835383999999985,-75.57421939999998
9861,9861,20005814,El Maguey,Not Specified,CASTILLA,Medellin,Antioquia,CL 98 # 70 - 25,CL 98 , 70 - 25,CL,98 , 70 , 25,CL 98 #70- 25,6.294176999999999,-75.57290649999999
9862,9862,20005816,La Colombianita,Not Specified,CASTILLA,Medellin,Antioquia,CL 92 E  # 66 - 59,CL 92 E  , 66 - 59,CL,92 E  , 66 , 59,CL 92E #66- 59,6.286943,-75.57488149999999
9863,9863,20005818,El Paisa,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 100 A  # 78 - 19,CL 100 A  , 78 - 19,CL,100 A  , 78 , 19,CL 100A #78- 19,6.2985684,-75.57899990000001
9864,9864,20005819,Papeleria Y Variedad,Not Specified,CASTILLA,Medellin,Antioquia,CL 106 C # 82 - 35,CL 106 C , 82 - 35,CL,106 C , 82 , 35,CL 106C #82- 35,6.3053865,-75.568798
9865,9865,20005820,Granero La 107,Not Specified,POPULAR,Medellin,Antioquia,CR 82 AC # 107 A - 24,CR 82 AC , 107 A - 24,CR,82 AC , 107 A , 24,CR 82AC #107A- 24,6.2943791,-75.5459455
9866,9866,20005825,Luego De Billares El Salvador,Not Specified,BUENOS AIRES,Medellin,Antioquia,CR 36 A  # 39 - 92,CR 36 A  , 39 - 92,CR,36 A  , 39 , 92,CR 36A #39- 92,6.2377435,-75.56162719999998
9867,9867,20005826,La Frescura,El Salvador,BUENOS AIRES,Medellin,Antioquia,CR 36 #  39 - 50,CR 36 ,  39 - 50,CR,36 ,  39 , 50,CR 36 #39- 50,6.236918900000001,-75.56148619999998
9868,9868,20005827,La Frescura,El Salvador,BUENOS AIRES,Medellin,Antioquia,CR 36 # 39 - 50,CR 36 , 39 - 50,CR,36 , 39 , 50,CR 36 #39- 50,6.236918900000001,-75.56148619999998
9869,9869,20005829,La Burbujita,Not Specified,VILLA HERMOSA,Medellin,Antioquia,CR 20 B # 56 A - 70,CR 20 B , 56 A - 70,CR,20 B , 56 A , 70,CR 20B #56A- 70,6.2406853999999985,-75.54243319999998
9870,9870,20005830,La Reja Verde,Enciso,VILLA HERMOSA,Medellin,Antioquia,CL 65 # 18B - 208,CL 65 , 18B - 208,CL,65 , 18B , 208,CL 65 #18B- 208,6.255612699999999,-75.5411345
9871,9871,20005831,El Descanso 2,Enciso,VILLA HERMOSA,Medellin,Antioquia,CR 25B # 56E - 20,CR 25B , 56E - 20,CR,25B , 56E , 20,CR 25B #56E- 20,6.245812099999998,-75.54469549999999
9872,9872,20005832,La Casona,Not Specified,VILLA HERMOSA,Medellin,Antioquia,CR 25 B # 56 E - 19,CR 25 B , 56 E - 19,CR,25 B , 56 E , 19,CR 25B #56E- 19,6.246013,-75.5448177
9873,9873,20005833,Variedades Angel,Not Specified,BUENOS AIRES,Medellin,Antioquia,CR 17 C #  56 EC 37,CR 17 C ,  56 EC 37,CR,17 C ,  56 EC 37,,CR 17C #56EC37,6.2367452000000005,-75.54473829999998
9874,9874,20005837,Tienda Cami,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 53 # 13 A SUR 51,CR 53 , 13 A SUR 51,CR,53 , 13 A SUR 51,,CR 53 #13ASUR51,6.2766405,-75.56506540000001
9875,9875,20005838,William,Not Specified,GUAYABAL,Medellin,Antioquia,CL 2 S # 50 - 50,CL 2 S , 50 - 50,CL,2 S , 50 , 50,CL 2S #50- 50,6.204196400000001,-75.58014179999998
9876,9876,20005843,Mercado Villa Flores,La Milagrosa,BUENOS AIRES,Medellin,Antioquia,CL 40 # 21 - 229,CL 40 , 21 - 229,CL,40 , 21 , 229,CL 40 #21- 229,6.231193999999999,-75.54918509999999
9877,9877,20005844,La Tienda Lotun,La Milagrosa,BUENOS AIRES,Medellin,Antioquia,CL 36 # 32 - 67,CL 36 , 32 - 67,CL,36 , 32 , 67,CL 36 #32- 67,6.2328851,-75.5592084
9878,9878,20005845,Lizz,La Milagrosa,BUENOS AIRES,Medellin,Antioquia,CR 28 A # 38 - 73,CR 28 A , 38 - 73,CR,28 A , 38 , 73,CR 28A #38- 73,6.233246599999998,-75.5552957
9879,9879,20005846,La Reja Negra,La Milagrosa,BUENOS AIRES,Medellin,Antioquia,CL 32  # 30 - 38,CL 32  , 30 - 38,CL,32  , 30 , 38,CL 32 #30- 38,6.2338014,-75.5524157
9880,9880,20005857,Tienda Yoli,Picacho,DOCE DE OCTUBRE,Medellin,Antioquia,CL 102 B #  83 - 04,CL 102 B ,  83 - 04,CL,102 B ,  83 , 04,CL 102B #83- 04,6.304420400000001,-75.5819937
9881,9881,20005864,Sara,Quinta Linda,BUENOS AIRES,Medellin,Antioquia,CL 6 # 50 - 80 IN 102,CL 6 , 50 - 80 IN 102,CL,6 , 50 , 80 IN 102,CL 6 #50- 80 IN 102,6.2294151,-75.5455018
9882,9882,20005868,Las Dos Palmas,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 83 # 92 - 64,CR 83 , 92 - 64,CR,83 , 92 , 64,CR 83 #92- 64,6.290474400000001,-75.5844783
9883,9883,20012003,Mercados,Florencia,CASTILLA,Medellin,Antioquia,CR 70 # 106C - 06,CR 70 , 106C - 06,CR,70 , 106C , 06,CR 70 #106C- 06,6.3054334,-75.5690518
9884,9884,20005876,Tiendo Escolar (Escuela),Not Specified,VILLA HERMOSA,Medellin,Antioquia,CL 63 A # 94 A - 63,CL 63 A , 94 A - 63,CL,63 A , 94 A , 63,CL 63A #94A- 63,6.2568724,-75.55728529999998
9885,9885,20005877,Tienda Tricentenaria (Colegio),Not Specified,VILLA HERMOSA,Medellin,Antioquia,CL 63 A #  94 - 629,CL 63 A ,  94 - 629,CL,63 A ,  94 , 629,CL 63A #94- 629,6.2568724,-75.55728529999998
9886,9886,20014867,Los J,Not Specified,LA CANDELARIA,Medellin,Antioquia,CR 96#70 D-10 TORRE 56 IMT 960,CR 96,70 D-10 TORRE 56 IMT 960,CR,96,70 D,10 TORRE 56 IMT 960,CR 96 #70D-10 TORRE 56 IMT 960,6.2372662000000005,-75.569879
9888,9888,20005920,Cheverosqui,Not Specified,Not Specified,Medellin,Antioquia,CL 57SUR#62B-69,CL 57SUR,62B-69,CL,57SUR,62B,69,CL 57SUR #62B-69,6.157422,-75.607062
10262,10262,20006497,Tienda Alonso,Carpinelo,POPULAR,Medellin,Antioquia,CL 101C#22D-32,CL 101C,22D-32,CL,101C,22D,32,CL 101C #22D-32,6.290002899999998,-75.53787179999998
10263,10263,20014013,El Descanso,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 94#73B-33,CL 94,73B-33,CL,94,73B,33,CL 94 #73B-33,6.2902523,-75.57817320000001
10264,10264,20011749,Granero Softice Cream,Manrique Central N 1,MANRIQUE,Medellin,Antioquia,CR 45#76-42,CR 45,76-42,CR,45,76,42,CR 45 #76-42,6.2695376,-75.5545235
10265,10265,20014018,Tienda Maria Auxiliadora,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 74#95-30,CR 74,95-30,CR,74,95,30,CR 74 #95-30,6.2918378000000015,-75.5776805
10266,10266,20014020,Reja Roja,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 74B#92-24,CR 74B,92-24,CR,74B,92,24,CR 74B #92-24,6.288775999999999,-75.5797244
10267,10267,20014042,El Baraton,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 75#94-33,CR 75,94-33,CR,75,94,33,CR 75 #94-33,6.2911773,-75.579669
10268,10268,20013483,La Hormiguita,Las Esmeraldas,ARANJUEZ,Medellin,Antioquia,CRA 45A # 85 - 17,CRA 45A , 85 - 17,CRA,45A , 85 , 17,CRA 45A #85- 17,6.2773194000000005,-75.55399090000002
10269,10269,20014049,Mrk-Dos,Not Specified,CASTILLA,Medellin,Antioquia,CRA 70 # 106C - 06,CRA 70 , 106C - 06,CRA,70 , 106C , 06,CRA 70 #106C- 06,6.3054334,-75.5690518
10270,10270,20013610,Tienda Nuvia,Versalles N 2,Comuna 3,Medellin,Nariño,CRA 25 # 68 - 151,CRA 25 , 68 - 151,CRA,25 , 68 , 151,CRA 25 #68- 151,1.3593036,-77.2855441
10272,10272,20013613,La Curva,Not Specified,MANRIQUE,Medellin,Antioquia,CRA 28 # 71 - 59,CRA 28 , 71 - 59,CRA,28 , 71 , 59,CRA 28 #71- 59,6.2652136999999986,-75.5422978
10273,10273,20008558,El Panson,La Milagrosa,BUENOS AIRES,Medellin,Antioquia,CL 45 # 28 - 3,CL 45 , 28 - 3,CL,45 , 28 , 3,CL 45 #28- 3,6.2364628999999985,-75.5530845
10274,10274,20014362,La Huerta Inc,Not Specified,SAN CRISTOBAL,Medellin,Antioquia,CR 86C#53C-41,CR 86C,53C-41,CR,86C,53C,41,CR 86C #53C-41,6.2710278,-75.6030994
10275,10275,20014063,Tienda Pasport,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 74#101A-05,CR 74,101A-05,CR,74,101A,05,CR 74 #101A-05,6.2989489,-75.5752871
10277,10277,20014069,Tienda Darío,Not Specified,BUENOS AIRES,Medellin,Antioquia,CRA 1ESTE # 48 - 09,CRA 1ESTE , 48 - 09,CRA,1ESTE , 48 , 09,CRA 1ESTE #48- 09,6.229743500000001,-75.5285375
10278,10278,20014073,Tienda Los Monos,Not Specified,BUENOS AIRES,Medellin,Antioquia,CL 43 # 36 - 23,CL 43 , 36 - 23,CL,43 , 36 , 23,CL 43 #36- 23,6.239736,-75.559388
10282,10282,20014079,El Mango,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 95#73-40,CL 95,73-40,CL,95,73,40,CL 95 #73-40,6.2914056,-75.57686199999998
10284,10284,20014501,Ciro,Not Specified,CASTILLA,Medellin,Antioquia,CRA 64AA # 103 - 58,CRA 64AA , 103 - 58,CRA,64AA , 103 , 58,CRA 64AA #103- 58,6.2971023,-75.56613949999998
10285,10285,20013768,La Mona,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CRA 46C # 98A - 80,CRA 46C , 98A - 80,CRA,46C , 98A , 80,CRA 46C #98A- 80,6.290071699999999,-75.5541975
10286,10286,20013785,Dady Tienda,Prado Centro,LA CANDELARIA,Medellin,Antioquia,CL 66 # 48 - 26,CL 66 , 48 - 26,CL,66 , 48 , 26,CL 66 #48- 26,6.262374899999998,-75.55855820000001
10287,10287,20014533,Tienda El Grillo,Not Specified,SAN ANTONIO DE PRADO,Medellin,Antioquia,CL 37SUR # 65C - 05,CL 37SUR , 65C - 05,CL,37SUR , 65C , 05,CL 37SUR #65C- 05,6.1879035,-75.65648940000001
10288,10288,20014552,El Progreso De La Torre,Not Specified,VILLA HERMOSA,Medellin,Antioquia,CL 57AA#16C-38,CL 57AA,16C-38,CL,57AA,16C,38,CL 57AA #16C-38,6.247675,-75.546155
10289,10289,20014084,Papelería Ouclip,Not Specified,MANRIQUE,Medellin,Antioquia,CR 36#66G-128,CR 36,66G-128,CR,36,66G,128,CR 36 #66G-128,6.2621367999999995,-75.54754759999999
10290,10290,20014086,La Divina Misericordia,Not Specified,MANRIQUE,Medellin,Antioquia,CR 36#66G-135,CR 36,66G-135,CR,36,66G,135,CR 36 #66G-135,6.2622122000000005,-75.54768849999998
10304,10304,20014557,El Dolar,Not Specified,EL POBLADO,Medellin,Antioquia,CR 39#78-43,CR 39,78-43,CR,39,78,43,CR 39 #78-43,6.206421099999999,-75.5685192
10315,10315,20014087,La Ventanita,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101A # 74B - 85,CL 101A , 74B - 85,CL,101A , 74B , 85,CL 101A #74B- 85,6.299573499999998,-75.576647
10318,10318,20014093,La Ventanita Azul,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 86#98BB-30,CR 86,98BB-30,CR,86,98BB,30,CR 86 #98BB-30,6.3003626,-75.5850871
10324,10324,20014098,La Finquita,Not Specified,BUENOS AIRES,Medellin,Antioquia,CL 45#27-63,CL 45,27-63,CL,45,27,63,CL 45 #27-63,6.2362745,-75.55275959999999
10326,10326,20014102,La Instancia,Not Specified,CASTILLA,Medellin,Antioquia,CR 67#95-34,CR 67,95-34,CR,67,95,34,CR 67 #95-34,6.289818799999999,-75.5715677
10327,10327,20014107,Mini Mercado Jim,Not Specified,VILLA HERMOSA,Medellin,Antioquia,CL 57C#23-94,CL 57C,23-94,CL,57C,23,94,CL 57C #23-94,6.2494356,-75.54482540000001
10328,10328,20014110,Donde Lucho,Not Specified,CASTILLA,Medellin,Antioquia,CL 96#71-10,CL 96,71-10,CL,96,71,10,CL 96 #71-10,6.2919021,-75.5742104
10329,10329,20014118,Tienda La Ventanita,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 101A#74B-85,CL 101A,74B-85,CL,101A,74B,85,CL 101A #74B-85,6.299573499999998,-75.576647
